,track_id,track_name,artist,track_length,track_popularity,track_added,album_id,album_name,total_album_tracks,track_url,album_url,album_release_year
0,5p0iFOcN4kDKBqE9Tld5eJ,線香花火 - feat. 幾田りら,"CHIAKI SATO, Lilas Ikuta",3.3211,56,2023-06-19 13:19:04+00:00,4cq0K1U2cesCfyNVQkgBXu,線香花火 (feat. 幾田りら),1,https://open.spotify.com/track/5p0iFOcN4kDKBqE9Tld5eJ,https://open.spotify.com/album/4cq0K1U2cesCfyNVQkgBXu,2023
1,1EI12J2m1VnzHwFsLmHuDj,Croquis,KWON EUN BI,3.1268833333333332,46,2023-06-19 13:19:04+00:00,47TnhxiVVp5ZvvotLbFmKf,Lethality,6,https://open.spotify.com/track/1EI12J2m1VnzHwFsLmHuDj,https://open.spotify.com/album/47TnhxiVVp5ZvvotLbFmKf,2022
2,5chWJTznLQVlRCVbwxaB5N,Bonita,27Delly,1.8666666666666667,56,2023-06-19 13:19:04+00:00,4H4txT4dMDknveR0RjAw83,Bonita,1,https://open.spotify.com/track/5chWJTznLQVlRCVbwxaB5N,https://open.spotify.com/album/4H4txT4dMDknveR0RjAw83,2021
3,2SOoJnfRWOEeme123rd0B3,I Need A Thug,City Girls,1.9634333333333334,66,2023-06-19 13:19:04+00:00,23QZB0Q3annZYCOiKRB4Pl,I Need A Thug,1,https://open.spotify.com/track/2SOoJnfRWOEeme123rd0B3,https://open.spotify.com/album/23QZB0Q3annZYCOiKRB4Pl,2023
4,1C9Ws8tfcCcdLk06buoiSU,Haute,Janelle Monáe,1.6137666666666666,65,2023-06-19 13:19:04+00:00,3440hCSfwYXxJcbQ0j3jAJ,The Age of Pleasure,14,https://open.spotify.com/track/1C9Ws8tfcCcdLk06buoiSU,https://open.spotify.com/album/3440hCSfwYXxJcbQ0j3jAJ,2023
5,5iDrSIUAbuajDctFTGRRiR,Phenomenal (feat. Doechii),"Janelle Monáe, Doechii",3.6298666666666666,65,2023-06-19 13:19:04+00:00,3440hCSfwYXxJcbQ0j3jAJ,The Age of Pleasure,14,https://open.spotify.com/track/5iDrSIUAbuajDctFTGRRiR,https://open.spotify.com/album/3440hCSfwYXxJcbQ0j3jAJ,2023
6,3kmWIej9tXjSWWYc9tPjJk,COCO LOCO,Maluma,2.7789,80,2023-06-19 13:19:04+00:00,21HEULXdjdbOsXoR0ajBeB,COCO LOCO,1,https://open.spotify.com/track/3kmWIej9tXjSWWYc9tPjJk,https://open.spotify.com/album/21HEULXdjdbOsXoR0ajBeB,2023
7,4zPVMv84MMHehLNZYIS1Zv,Barbie Girl - Tiësto Remix,"Aqua, Tiësto",2.5846,63,2023-06-19 13:19:04+00:00,61gisYckDdbgK42QoJEl6c,Barbie Girl (Tiësto Remix),2,https://open.spotify.com/track/4zPVMv84MMHehLNZYIS1Zv,https://open.spotify.com/album/61gisYckDdbgK42QoJEl6c,2023
8,0CpfO9VNiW0OGIaZO6zO3n,Angel (From Barbie The Album),PinkPantheress,2.0636666666666668,75,2023-06-19 13:19:04+00:00,7zSG5WWbS0P7pXbk90gn5V,Angel (From Barbie The Album),1,https://open.spotify.com/track/0CpfO9VNiW0OGIaZO6zO3n,https://open.spotify.com/album/7zSG5WWbS0P7pXbk90gn5V,2023
9,5OLcsBO28uWHMzS0EEeZNp,Little Girl Gone,CHINCHILLA,3.143266666666667,81,2023-06-19 13:19:04+00:00,1vTHLsE6MttzdRfg2ZkU4I,Little Girl Gone,1,https://open.spotify.com/track/5OLcsBO28uWHMzS0EEeZNp,https://open.spotify.com/album/1vTHLsE6MttzdRfg2ZkU4I,2023
10,3stnrhzN0lzZFskbaZ5sEw,Scandalous - U.S. Radio Edit,Mis-Teeq,3.9806666666666666,62,2023-06-19 13:19:04+00:00,7fw8rAhWi3UWw92jgemhbZ,Mis-Teeq,13,https://open.spotify.com/track/3stnrhzN0lzZFskbaZ5sEw,https://open.spotify.com/album/7fw8rAhWi3UWw92jgemhbZ,2004
11,70ftmiU08HpSHxPD2dTnnh,Acapella,Kelis,4.1353333333333335,37,2023-06-19 13:19:04+00:00,48WnBKi4my14F8d34v4xRo,Flesh Tone,15,https://open.spotify.com/track/70ftmiU08HpSHxPD2dTnnh,https://open.spotify.com/album/48WnBKi4my14F8d34v4xRo,2010
12,5IFSvSEeCAvvBEQ85poqKB,Edge of Seventeen,Wuki,2.7340333333333335,76,2023-06-19 13:19:04+00:00,6oeEtPWpOfed7plMHI5qef,Edge of Seventeen,1,https://open.spotify.com/track/5IFSvSEeCAvvBEQ85poqKB,https://open.spotify.com/album/6oeEtPWpOfed7plMHI5qef,2022
13,4WxHTvd6N7h4J1NkbLURfP,Not About You (feat. Hadiya George),"Honey Dijon, Hadiya George",3.5078833333333335,34,2023-06-19 13:19:04+00:00,27hbmfsdUp1BKsCu2N4AFN,Black Girl Magic,15,https://open.spotify.com/track/4WxHTvd6N7h4J1NkbLURfP,https://open.spotify.com/album/27hbmfsdUp1BKsCu2N4AFN,2022
14,6kpCaRTygWNFNyFK7S3iSA,Let’s Sing Let’s Dance,박혜진 Park Hye Jin,3.8460833333333335,43,2023-06-19 13:19:04+00:00,0uBOsR6tRMSBEPe2dfOtNe,Before I Die,17,https://open.spotify.com/track/6kpCaRTygWNFNyFK7S3iSA,https://open.spotify.com/album/0uBOsR6tRMSBEPe2dfOtNe,2021
15,3Kuu5vASpXK8oRsxOvau6P,Think About You,"Kygo, Valerie Broussard",3.4761,60,2023-06-19 13:19:04+00:00,5vZy4cohzmdhOUGCdsUNpt,Think About You,1,https://open.spotify.com/track/3Kuu5vASpXK8oRsxOvau6P,https://open.spotify.com/album/5vZy4cohzmdhOUGCdsUNpt,2019
16,7AmpYll63PqYNEFuvD7qsR,Got To Be Real - Live (1998 Hammerstein Ballroom),"Patti LaBelle, Mariah Carey",3.4048833333333333,36,2023-06-19 13:19:04+00:00,41NC3NLp52ySKlH0t5bWF7,Live! One Night Only,22,https://open.spotify.com/track/7AmpYll63PqYNEFuvD7qsR,https://open.spotify.com/album/41NC3NLp52ySKlH0t5bWF7,1998
17,7MIhUdNJtaOnDmC5nBC1fb,Deep Down (feat. Never Dull),"Alok, Ella Eyre, Kenny Dope, Never Dull",2.7625333333333333,84,2023-06-19 13:19:04+00:00,3KpxpdySrMR2S7noneu1bI,Deep Down (feat. Never Dull),1,https://open.spotify.com/track/7MIhUdNJtaOnDmC5nBC1fb,https://open.spotify.com/album/3KpxpdySrMR2S7noneu1bI,2022
18,5lc9L9FeLBwlJPgEbq9uEw,Can You Get To That,Funkadelic,2.8309333333333333,66,2023-06-19 13:19:04+00:00,3ywVzrwMQ3Kq43N9zBdBQm,Maggot Brain,7,https://open.spotify.com/track/5lc9L9FeLBwlJPgEbq9uEw,https://open.spotify.com/album/3ywVzrwMQ3Kq43N9zBdBQm,1971
19,0o4HD0mOtTiHSbycbg4IpT,Hard Out Here.,RAYE,3.1860666666666666,62,2023-06-19 13:19:04+00:00,3U8n8LzBx2o9gYXvvNq4uH,My 21st Century Blues,15,https://open.spotify.com/track/0o4HD0mOtTiHSbycbg4IpT,https://open.spotify.com/album/3U8n8LzBx2o9gYXvvNq4uH,2023
20,30MLle2y4bkx2rS9aLcpn0,I Want Cha Back,Yung Bae,3.5726333333333335,36,2023-06-19 13:19:04+00:00,0rZszjAHfuUh7MWQ6VASTq,BA3,9,https://open.spotify.com/track/30MLle2y4bkx2rS9aLcpn0,https://open.spotify.com/album/0rZszjAHfuUh7MWQ6VASTq,2016
21,1Hv1VTm8zeOeybub15mA2R,Smooth Operator - Single Version,Sade,4.31155,83,2023-06-19 13:19:04+00:00,3uSWaQxJAdm5MWKQkQJNoK,The Best of Sade,16,https://open.spotify.com/track/1Hv1VTm8zeOeybub15mA2R,https://open.spotify.com/album/3uSWaQxJAdm5MWKQkQJNoK,1994
22,4TNFLwe6DhtR3Wn1JKMqMJ,Makeba,Jain,4.149766666666666,80,2023-06-19 13:19:04+00:00,2rb6C1wUwk7hFOVmfgt19k,Zanaka (Deluxe),16,https://open.spotify.com/track/4TNFLwe6DhtR3Wn1JKMqMJ,https://open.spotify.com/album/2rb6C1wUwk7hFOVmfgt19k,2016
23,6c6vULMrRuN4NECs2iB1xe,The Loneliest Time (feat. Rufus Wainwright),"Carly Rae Jepsen, Rufus Wainwright",4.5751,63,2023-06-19 13:19:04+00:00,3l2Gi0hMjZV2uvKoWlFkoQ,The Loneliest Time,16,https://open.spotify.com/track/6c6vULMrRuN4NECs2iB1xe,https://open.spotify.com/album/3l2Gi0hMjZV2uvKoWlFkoQ,2022
24,5pNFibJLq7dvoDVIIcQBkn,Hot In It,"Tiësto, Charli XCX",2.1636166666666665,69,2023-06-19 13:19:04+00:00,1Pl9ZGXwayXPg5qRVpYo74,DRIVE,12,https://open.spotify.com/track/5pNFibJLq7dvoDVIIcQBkn,https://open.spotify.com/album/1Pl9ZGXwayXPg5qRVpYo74,2023
25,49ztutPq82dK8AYDO2OkN7,Part III,Crumb,3.715333333333333,57,2023-06-19 13:19:04+00:00,6DxidEI7EhF8md8ev83iNY,Jinx,10,https://open.spotify.com/track/49ztutPq82dK8AYDO2OkN7,https://open.spotify.com/album/6DxidEI7EhF8md8ev83iNY,2019
26,4qYvkWQqCcIWEBWekegE4y,Gospel For A New Century,Yves Tumor,3.310433333333333,57,2023-06-19 13:19:04+00:00,00R4y0gymycDUv9IVY7VvO,Heaven To A Tortured Mind,12,https://open.spotify.com/track/4qYvkWQqCcIWEBWekegE4y,https://open.spotify.com/album/00R4y0gymycDUv9IVY7VvO,2020
27,7LbaEfsvnThRbirQwOiSTV,ROLLS ROYCE,Bree Runway,2.31415,42,2023-06-19 13:19:04+00:00,4lmOcEBG9fJjc6UeMbttVt,2000AND4EVA,9,https://open.spotify.com/track/7LbaEfsvnThRbirQwOiSTV,https://open.spotify.com/album/4lmOcEBG9fJjc6UeMbttVt,2020
28,6ZtwdeVjftdLrrIHyUZELk,CANDYPAINT,Joey Purp,1.8459833333333333,55,2023-06-19 13:19:04+00:00,4slRncOhp2CrIsvrZCkn4M,CANDYPAINT,1,https://open.spotify.com/track/6ZtwdeVjftdLrrIHyUZELk,https://open.spotify.com/album/4slRncOhp2CrIsvrZCkn4M,2021
29,4eSZUNz2flCKs7zESV50kW,Hold My Head,Kenny Beats,1.7811,61,2023-06-19 13:19:04+00:00,3SKVtzmihlnGFylW5nC5kj,LOUIE,17,https://open.spotify.com/track/4eSZUNz2flCKs7zESV50kW,https://open.spotify.com/album/3SKVtzmihlnGFylW5nC5kj,2022
30,1K1fIC6UYSQbN9BlW1RWAC,Ride,Lizzo,3.8319666666666667,43,2023-06-19 13:19:04+00:00,65XHw9qRihPjtVcNlK13aV,Nu Collection: Hip-Hop (Urban & Modern Beats),15,https://open.spotify.com/track/1K1fIC6UYSQbN9BlW1RWAC,https://open.spotify.com/album/65XHw9qRihPjtVcNlK13aV,2016
31,6TzwKj8wdl23ssDLbABBjF,No More Wire Hangers,The Cast of RuPaul’s Drag Race All Stars,1.2045333333333332,49,2023-06-19 13:19:04+00:00,5h6BaDtMczvvaCWs52YZap,Joan! The Unauthorized Rusical,14,https://open.spotify.com/track/6TzwKj8wdl23ssDLbABBjF,https://open.spotify.com/album/5h6BaDtMczvvaCWs52YZap,2023
32,07tOPpbPKrEgTxc8HgHfZZ,MAGICIAN,Lexie Liu,3.5510333333333333,53,2023-06-19 13:19:04+00:00,6TncHvvXh96HDGtWGrsNIV,The Happy Star,12,https://open.spotify.com/track/07tOPpbPKrEgTxc8HgHfZZ,https://open.spotify.com/album/6TncHvvXh96HDGtWGrsNIV,2022
33,7e5PmxlrXcTODQoW1W6B6D,Don't Stop (Funkin' 4 Jamaica),"Mariah Carey, Mystikal",3.6273333333333335,36,2023-06-19 13:19:04+00:00,2hHFZLYnwsYOOxTCrlNvg0,Glitter,12,https://open.spotify.com/track/7e5PmxlrXcTODQoW1W6B6D,https://open.spotify.com/album/2hHFZLYnwsYOOxTCrlNvg0,2001
34,1KTNJSTPYBLByQ14cJRGlO,Circles (feat. Mariah Carey),"e-lie, Mariah Carey",3.04,62,2023-06-19 13:19:04+00:00,6whfBjD94WUB3kHIhDFPYG,Circles (feat. Mariah Carey),1,https://open.spotify.com/track/1KTNJSTPYBLByQ14cJRGlO,https://open.spotify.com/album/6whfBjD94WUB3kHIhDFPYG,2023
35,75b9JVzc4QFvPBO7jDRIVe,Loverboy,"Mariah Carey, Cameo",3.81955,45,2023-06-19 13:19:04+00:00,2hHFZLYnwsYOOxTCrlNvg0,Glitter,12,https://open.spotify.com/track/75b9JVzc4QFvPBO7jDRIVe,https://open.spotify.com/album/2hHFZLYnwsYOOxTCrlNvg0,2001
36,7B5Hc4wRrbXtPOcxXRarX0,Give Me Tonight,Shannon,6.122216666666667,45,2023-06-19 13:19:04+00:00,1HS8Jkoaa1BweXfJ2hwLcL,Let the Music Play,15,https://open.spotify.com/track/7B5Hc4wRrbXtPOcxXRarX0,https://open.spotify.com/album/1HS8Jkoaa1BweXfJ2hwLcL,2006
37,0Aj8EagrPfDoOe5OlUdrLC,Candy,Cameo,5.66555,62,2023-06-19 13:19:04+00:00,1W8kHQQC7DXg1inR7ZWqhA,Word Up,7,https://open.spotify.com/track/0Aj8EagrPfDoOe5OlUdrLC,https://open.spotify.com/album/1W8kHQQC7DXg1inR7ZWqhA,1986
38,4igqjAFcH35y4XybHzJ3aD,Loverboy (Remix),"Mariah Carey, Da Brat, Ludacris, Twenty II, Shawnna",4.506666666666667,43,2023-06-19 13:19:04+00:00,2hHFZLYnwsYOOxTCrlNvg0,Glitter,12,https://open.spotify.com/track/4igqjAFcH35y4XybHzJ3aD,https://open.spotify.com/album/2hHFZLYnwsYOOxTCrlNvg0,2001
39,7gkboYtvhuXNS4EUwmFPcw,Feel Like Makin' Love,Roberta Flack,2.9233333333333333,64,2023-06-19 13:19:04+00:00,3eOdBKYQ2w2eCvz2FxEmBA,Feel Like Makin' Love,9,https://open.spotify.com/track/7gkboYtvhuXNS4EUwmFPcw,https://open.spotify.com/album/3eOdBKYQ2w2eCvz2FxEmBA,1975
40,0MHXrqn909p0LRTPsNsGEi,Move on Up - Single Edit,Curtis Mayfield,2.76315,73,2023-06-19 13:19:04+00:00,2EwoYRFQRJqw7BTVG6GlTw,Move on Up,1,https://open.spotify.com/track/0MHXrqn909p0LRTPsNsGEi,https://open.spotify.com/album/2EwoYRFQRJqw7BTVG6GlTw,1970
41,6VnpKLtfNH4Dk09YSGPSyR,It Ain't Over 'Til It's Over,Lenny Kravitz,4.044,77,2023-06-19 13:19:04+00:00,7A3LlV59lh4KljWa7I6Tks,Mama Said,14,https://open.spotify.com/track/6VnpKLtfNH4Dk09YSGPSyR,https://open.spotify.com/album/7A3LlV59lh4KljWa7I6Tks,1991
42,0LtBwGVuZCK0fy1kyC4A16,Cocomotion - Single Version,El Coco,5.238883333333333,32,2023-06-19 13:19:04+00:00,3f3ijTsNLYMnAybgVSNsI2,Greatest Disco Hits,10,https://open.spotify.com/track/0LtBwGVuZCK0fy1kyC4A16,https://open.spotify.com/album/3f3ijTsNLYMnAybgVSNsI2,1998
43,3qGHAKgjQruzj6doKkyEb5,Unlock it (Lock It) - feat. Kim Petras and Jay Park,"Charli XCX, Kim Petras, Jay Park",3.882216666666667,65,2023-06-19 13:19:04+00:00,2HIwUmdxEl7SeWa1ndH5wC,Pop 2,10,https://open.spotify.com/track/3qGHAKgjQruzj6doKkyEb5,https://open.spotify.com/album/2HIwUmdxEl7SeWa1ndH5wC,2017
44,05IOuexttkZG6eQLFi3v40,New Bottega,"Torren Foot, Azealia Banks",3.1485833333333333,65,2023-06-19 13:19:04+00:00,6dlPgHkvVUMkTBsovGFAxH,New Bottega,1,https://open.spotify.com/track/05IOuexttkZG6eQLFi3v40,https://open.spotify.com/album/6dlPgHkvVUMkTBsovGFAxH,2023
45,6bAR0U4WV9uEBzuoNUzQSC,Shlut,Shygirl,2.2104166666666667,58,2023-06-19 13:19:04+00:00,3i4ZYO2l14kCTRzw90JmZ4,Nymph,12,https://open.spotify.com/track/6bAR0U4WV9uEBzuoNUzQSC,https://open.spotify.com/album/3i4ZYO2l14kCTRzw90JmZ4,2022
46,0kqyZPlKIWFcJ0SbhWGEg1,Shlut feat. Sevdaliza,"Shygirl, Sevdaliza",2.1547833333333335,50,2023-06-19 13:19:04+00:00,28MZKxXQKX89mr1Y9g9d3k,Nymph_o,23,https://open.spotify.com/track/0kqyZPlKIWFcJ0SbhWGEg1,https://open.spotify.com/album/28MZKxXQKX89mr1Y9g9d3k,2023
47,6UEKpBUM9dhgqZ3DFZmgGo,Rainer,Palmistry,1.2833333333333334,40,2023-06-19 13:19:04+00:00,0E13G3WhQCGFUNp56PQXzI,TINKERBELL,10,https://open.spotify.com/track/6UEKpBUM9dhgqZ3DFZmgGo,https://open.spotify.com/album/0E13G3WhQCGFUNp56PQXzI,2022
48,09yG6WyFNRXtTMoftywhFV,Drop,Cecile Believe,1.7561666666666667,30,2023-06-19 13:19:04+00:00,0f8LysahQxKbtIQfp5Gi8K,Plucking a Cherry From The Void,8,https://open.spotify.com/track/09yG6WyFNRXtTMoftywhFV,https://open.spotify.com/album/0f8LysahQxKbtIQfp5Gi8K,2020
49,0kPjEs9KLzcmDwyZOU9HY0,클렌징크림,Brown Eyed Girls,3.5583,31,2023-06-19 13:19:04+00:00,5KnUQXqS4EtUiN0tn8sW8y,Brown Eyed Girls BEST - Special Moments,25,https://open.spotify.com/track/0kPjEs9KLzcmDwyZOU9HY0,https://open.spotify.com/album/5KnUQXqS4EtUiN0tn8sW8y,2014
50,3liK5xPEDnfkRkJ91gz0Wt,Sign,Brown Eyed Girls,3.3876333333333335,43,2023-06-19 13:19:04+00:00,5KnUQXqS4EtUiN0tn8sW8y,Brown Eyed Girls BEST - Special Moments,25,https://open.spotify.com/track/3liK5xPEDnfkRkJ91gz0Wt,https://open.spotify.com/album/5KnUQXqS4EtUiN0tn8sW8y,2014
51,2mqPwYLP951Ga2VYXu0FIn,Irreversible,Gain,3.813,25,2023-06-19 13:19:04+00:00,4Czpg37iEuyMA1Q5ZzCw4p,step 2/4,6,https://open.spotify.com/track/2mqPwYLP951Ga2VYXu0FIn,https://open.spotify.com/album/4Czpg37iEuyMA1Q5ZzCw4p,2010
52,63gCdrDtZlt1PMIGrzYEqt,Love Options,BESTie,3.2344333333333335,40,2023-06-19 13:19:04+00:00,48aNxerOupoy4EbC0el0l8,Love Options,2,https://open.spotify.com/track/63gCdrDtZlt1PMIGrzYEqt,https://open.spotify.com/album/48aNxerOupoy4EbC0el0l8,2013
53,0HnwNjelrwfzD1xziA9uYU,G Wagon (with Sevyn Streeter and Tkay Maidza),"Babyface, Sevyn Streeter, Tkay Maidza",3.5395333333333334,31,2023-06-19 13:19:04+00:00,20BluhELkpoDsYhUOpUMye,Girls Night Out,13,https://open.spotify.com/track/0HnwNjelrwfzD1xziA9uYU,https://open.spotify.com/album/20BluhELkpoDsYhUOpUMye,2022
54,0RZJ2iTypYLPaN9bdQMuIK,Don’t Even Think About It (with Baby Tate),"Babyface, Baby Tate",3.20095,31,2023-06-19 13:19:04+00:00,20BluhELkpoDsYhUOpUMye,Girls Night Out,13,https://open.spotify.com/track/0RZJ2iTypYLPaN9bdQMuIK,https://open.spotify.com/album/20BluhELkpoDsYhUOpUMye,2022
55,6tEHDchyWDsI7vRlcNTWVY,Say Less (with Tiana Major9),"Babyface, Tiana Major9",2.9487,43,2023-06-19 13:19:04+00:00,20BluhELkpoDsYhUOpUMye,Girls Night Out,13,https://open.spotify.com/track/6tEHDchyWDsI7vRlcNTWVY,https://open.spotify.com/album/20BluhELkpoDsYhUOpUMye,2022
56,7uCtRKlnqNET1ohX7xzU7j,Simple (with Coco Jones),"Babyface, Coco Jones",2.526283333333333,46,2023-06-19 13:19:04+00:00,20BluhELkpoDsYhUOpUMye,Girls Night Out,13,https://open.spotify.com/track/7uCtRKlnqNET1ohX7xzU7j,https://open.spotify.com/album/20BluhELkpoDsYhUOpUMye,2022
57,5ykuFZXYbA8frwBmutsoFx,Liquor (with Ari Lennox),"Babyface, Ari Lennox",3.30955,31,2023-06-19 13:19:04+00:00,20BluhELkpoDsYhUOpUMye,Girls Night Out,13,https://open.spotify.com/track/5ykuFZXYbA8frwBmutsoFx,https://open.spotify.com/album/20BluhELkpoDsYhUOpUMye,2022
58,3k0DJq2HdWJqnqor8NX0ac,Padam Padam,Kylie Minogue,2.7711,82,2023-06-19 13:19:04+00:00,7vH3G0c3n1WsgTJHBmZxdV,Padam Padam,1,https://open.spotify.com/track/3k0DJq2HdWJqnqor8NX0ac,https://open.spotify.com/album/7vH3G0c3n1WsgTJHBmZxdV,2023
59,1u7SB5cPtl1KCD9bqbtFxV,大藝術家,Jolin Tsai,3.2916666666666665,40,2023-06-19 13:19:04+00:00,4q6RjhAL2KynKitvrPzQmW,大藝術家,1,https://open.spotify.com/track/1u7SB5cPtl1KCD9bqbtFxV,https://open.spotify.com/album/4q6RjhAL2KynKitvrPzQmW,2012
60,2exX3S1mQG1e8HvZWV88Ob,Bang (My Body),Chase Icon,3.129166666666667,48,2023-06-19 13:19:04+00:00,2c9KFDsvmEKmKEFOT4Ryk7,The Girlfriend Experience,4,https://open.spotify.com/track/2exX3S1mQG1e8HvZWV88Ob,https://open.spotify.com/album/2c9KFDsvmEKmKEFOT4Ryk7,2022
61,3nm36blqvoKOLiE0Xqfj0h,Tarantula,Azealia Banks,4.00425,39,2023-06-19 13:19:04+00:00,7Cxlxos8aSUCiJlZrVkgPW,Tarantula,2,https://open.spotify.com/track/3nm36blqvoKOLiE0Xqfj0h,https://open.spotify.com/album/7Cxlxos8aSUCiJlZrVkgPW,2021
62,3rUIXzujOdP0YX6lp6xgZe,超絶に胸が痛んでいるあなたの上司,Charisma.com,4.4957666666666665,11,2023-06-19 13:19:04+00:00,0zkJm65LYKwlUeRS1wxtrp,OLest,8,https://open.spotify.com/track/3rUIXzujOdP0YX6lp6xgZe,https://open.spotify.com/album/0zkJm65LYKwlUeRS1wxtrp,2015
63,3WMBRDhlRg3QcTFpqadWJt,I Have to Vogue (feat. Kage Prodigy),"Purple Crush, Kage Prodigy",2.466666666666667,15,2023-06-19 13:19:04+00:00,3IeFlbnbYcbTQ3pe8Yp4lZ,Vogue Opera,5,https://open.spotify.com/track/3WMBRDhlRg3QcTFpqadWJt,https://open.spotify.com/album/3IeFlbnbYcbTQ3pe8Yp4lZ,2016
64,3plNsz0KQaJjtW75gYTMEn,Party Ain't A Party,Queen Pen,4.17,47,2023-06-19 13:19:04+00:00,5qFxfTMR6bzWVpmC1baGie,My Melody,13,https://open.spotify.com/track/3plNsz0KQaJjtW75gYTMEn,https://open.spotify.com/album/5qFxfTMR6bzWVpmC1baGie,1997
65,3rVVMySmCZCV0pEcrmNYOu,親害的 (feat. A-Lin),"柏霖PoLin, A-Lin",3.425,43,2023-06-19 13:19:04+00:00,4knvf1FmUkiBrDCXWZdrNR,野蠻之荒,10,https://open.spotify.com/track/3rVVMySmCZCV0pEcrmNYOu,https://open.spotify.com/album/4knvf1FmUkiBrDCXWZdrNR,2022
66,4UDmDIqJIbrW0hMBQMFOsM,Stayin' Alive,Bee Gees,1.5477666666666667,80,2023-06-19 13:19:04+00:00,6iqFb4EhmlHHjJGFcRgJmQ,Staying Alive (Original Motion Picture Soundtrack),12,https://open.spotify.com/track/4UDmDIqJIbrW0hMBQMFOsM,https://open.spotify.com/album/6iqFb4EhmlHHjJGFcRgJmQ,1977
67,12zgqGDpZLpN2HwT9JykKL,Blue Dreams - Erick T Remix,"Mr. Pig, Bzars, Sapir Amar, Erick T",3.0833333333333335,38,2023-06-19 13:19:04+00:00,1W22WcC2An4FIEtZd9rQ19,Blue Dreams (Erick T Remix),1,https://open.spotify.com/track/12zgqGDpZLpN2HwT9JykKL,https://open.spotify.com/album/1W22WcC2An4FIEtZd9rQ19,2023
68,1zLH9CLHFlCQ22stPDOgei,3 AM,HAIM,3.1688833333333335,52,2023-06-19 13:19:04+00:00,396EJBtUzseofX2YCBJVvM,Women In Music Pt. III,18,https://open.spotify.com/track/1zLH9CLHFlCQ22stPDOgei,https://open.spotify.com/album/396EJBtUzseofX2YCBJVvM,2021
69,2Za7Yhteh4XcUXnNYxTIHH,Burning Desire,Lana Del Rey,3.8522,67,2023-06-19 13:19:04+00:00,0Dt3FbpMQwjoT5KNAw0IXR,Born To Die – Paradise Edition (Special Version),24,https://open.spotify.com/track/2Za7Yhteh4XcUXnNYxTIHH,https://open.spotify.com/album/0Dt3FbpMQwjoT5KNAw0IXR,2012
70,2f2egGUYIOUjcFG3EDFg2F,Masquerade Suite: Maskarad (Masquerade): I. Waltz,"St. Petersburg State Symphony Orchestra, Aram Khachaturian",4.366666666666666,52,2023-06-19 13:19:04+00:00,5dkOBzCWTpHI908zRjfnLc,Great Waltzes,11,https://open.spotify.com/track/2f2egGUYIOUjcFG3EDFg2F,https://open.spotify.com/album/5dkOBzCWTpHI908zRjfnLc,1995
71,0dpyzcT3RMNNSd2xKBf35I,Be Sweet,Japanese Breakfast,3.2561666666666667,66,2023-06-19 13:19:04+00:00,1uD1kdwTWH1DZQZqGKz6rY,Jubilee,10,https://open.spotify.com/track/0dpyzcT3RMNNSd2xKBf35I,https://open.spotify.com/album/1uD1kdwTWH1DZQZqGKz6rY,2021
72,1g1KZTgP2crk4QMOIZXlcA,God Control,Madonna,6.321933333333333,43,2023-06-19 13:19:04+00:00,1G2YEQPXaOj1JZwa3ZiGe8,Madame X (Deluxe),15,https://open.spotify.com/track/1g1KZTgP2crk4QMOIZXlcA,https://open.spotify.com/album/1G2YEQPXaOj1JZwa3ZiGe8,2019
73,3tof4ORceJBWdx5t55L57N,BAM BAM SHAWAM ORIGINAL,Kevin Jz Prodigy,1.1033333333333333,47,2023-06-19 13:19:04+00:00,6JhtApCpglOHfXwrgLqDJC,Bam Bam Shawam Drama,5,https://open.spotify.com/track/3tof4ORceJBWdx5t55L57N,https://open.spotify.com/album/6JhtApCpglOHfXwrgLqDJC,2021
74,6l40xgwRteBp25mXIdDzlU,Go Awf! (feat. Kevin Jz Prodigy),"Prince Airick, Kevin Jz Prodigy",2.5974333333333335,26,2023-06-19 13:19:04+00:00,0zso5w2bLx9ZxElAxKlN2M,Go Awf! (feat. Kevin Jz Prodigy),1,https://open.spotify.com/track/6l40xgwRteBp25mXIdDzlU,https://open.spotify.com/album/0zso5w2bLx9ZxElAxKlN2M,2016
75,4zYpMZxUrnABxm2H3THNvL,Runway - MikeQ Remix,"Duke Dumont, MikeQ",4.782283333333333,24,2023-06-19 13:19:04+00:00,1rGcLhGn8OEnAXtea3TZS2,"Runway (For Club Play Only, Pt. 5 / Remixes)",2,https://open.spotify.com/track/4zYpMZxUrnABxm2H3THNvL,https://open.spotify.com/album/1rGcLhGn8OEnAXtea3TZS2,2018
76,5BI0zQZciyoQfJxsu8CIn9,Never Ending Song,Conan Gray,2.5867,80,2023-06-19 13:19:04+00:00,3W1oy5zLsQU5GD68AIM8HI,Never Ending Song,1,https://open.spotify.com/track/5BI0zQZciyoQfJxsu8CIn9,https://open.spotify.com/album/3W1oy5zLsQU5GD68AIM8HI,2023
77,0iO2iCAjtX0t5duvczNQt6,Oscar Winning Tears.,RAYE,3.0608833333333334,60,2023-06-19 13:19:04+00:00,3U8n8LzBx2o9gYXvvNq4uH,My 21st Century Blues,15,https://open.spotify.com/track/0iO2iCAjtX0t5duvczNQt6,https://open.spotify.com/album/3U8n8LzBx2o9gYXvvNq4uH,2023
